2012;Claire Le Goues,Westley Weimer,Stephanie Forrest,Michael Dewey-Vogt;A systematic study of automated program repair: Fixing 55 out of 105 bugs for $8 each.;3-13;11;Technical Research;Fault Handling;selected
2012;Jian Zhou,Hongyu Zhang,David Lo;Where should the bugs be fixed? More accurate information retrieval-based bug localization based on bug reports.;14-24;11;Technical Research;Fault Handling;selected
2012;He Jiang,Zhilei Ren,Weiqin Zou,Jifeng Xuan;Developer prioritization in bug repositories.;25-35;11;Technical Research;Fault Handling;selected
2012;Francisco Servant,James A. Jones;WhoseFault: Automatic developer-to-fault assignment through fault localization.;36-46;11;Technical Research;Fault Handling;selected
2012;Barthelemy Dagenais,Martin P. Robillard;Recovering traceability links between an API and its learning resources.;47-57;11;Code Generation and Recovery;;selected
2012;Yingfei Xiong,Krzysztof Czarnecki,Steven She,Arnaud Hubaux;Generating range fixes for software configuration.;58-68;11;Code Generation and Recovery;;selected
2012;Ahmed Tamrawi,Tien N. Nguyen,Hung Viet Nguyen,Hoan Anh Nguyen,Tung Thanh Nguyen,Jafar M. Al-Kofahi;Graph-based pattern-oriented, context-sensitive source code completion.;69-79;11;Code Generation and Recovery;;selected
2012;Martin C. Rinard,Fan Long,Stelios Sidiroglou-Douskos,Vijay Ganesh,Michael Carbin;Automatic input rectification.;80-90;11;Code Generation and Recovery;;selected
2012;Rajesh Krishna Balan,Narayan Ramasubbu;Overcoming the challenges in cost estimation for distributed software projects.;91-101;11;Empirical Studies of Development;;selected
2012;Ding Yuan,Soyeon Park,Yuanyuan Zhou;Characterizing logging practices in open-source software.;102-112;11;Empirical Studies of Development;;selected
2012;Pierre N. Robillard,Mathieu Lavallee;The impacts of software process improvement on developers: A systematic review.;113-122;10;Empirical Studies of Development;;selected
2012;Gilda Garreton,Victor Pankratius,Felix Schmidt;Combining functional and imperative programming for multicore software: An empirical study evaluating Scala and Java.;123-133;11;Empirical Studies of Development;;selected
2012;Atanas Rountev,Dacong Yan,Guoqing (Harry) Xu;Uncovering performance problems in Java applications with reference propagation profiling.;134-144;11;Performance Analysis;;selected
2012;Yingnong Dang,Shi Han,Dongmei Zhang,Song Ge,Tao Xie;Performance debugging in the large via mining millions of stack traces.;145-155;11;Performance Analysis;;selected
2012;Qing Xie,Chen Fu,Mark Grechanik;Automatically finding performance problems with feedback-directed learning software testing.;156-166;11;Performance Analysis;;selected
2012;Christian Kastner,Marko Rosenmuller,Don S. Batory,Gunter Saake,Norbert Siegmund,Sergiy S. Kolesnikov,Sven Apel;Predicting performance via automated feature-interaction detection.;167-177;11;Performance Analysis;;selected
2012;Andrea Arcuri,Gordon Fraser;Sound empirical evidence in software testing.;178-188;11;Defect Prediction;;selected
2012;Fayola Peters,Tim Menzies;Privacy and utility for defect prediction: Experiments with MORPH.;189-199;11;Defect Prediction;;selected
2012;Tohru Kikuno,Hideaki Hata,Osamu Mizuno;Bug prediction based on fine-grained module histories.;200-210;11;Defect Prediction;;selected
2012;Xi Ge,Quinton L. DuBose,Emerson R. Murphy-Hill;Reconciling manual and automatic refactoring.;211-221;11;Refactoring;;selected
2012;Sorin Lerner,William G. Griswold,Stephen R. Foster;WitchDoctor: IDE support for real-time auto-completion of refactorings.;222-232;11;Refactoring;;selected
2012;Mohsen Vakilian,Balaji Ambresh Rajkumar,Stas Negara,Nicholas Y. Chen,Ralph E. Johnson,Brian P. Bailey;Use, disuse, and misuse of automated refactorings.;233-243;11;Refactoring;;selected
2012;Margaret-Anne D. Storey,Michaela Greiler,Arie van Deursen;Test confessions: A study of testing practices for plug-in systems.;244-254;11;Human Aspects of Development;;selected
2012;Rebecca Tiarks,Rainer Koschke,Walid Maalej,Tobias Roehm;How do professional developers comprehend software?;255-265;11;Human Aspects of Development;;selected
2012;Ekwa Duala-Ekoko,Martin P. Robillard;Asking and answering questions about unfamiliar APIs: An exploratory study.;266-276;11;Human Aspects of Development;;selected
2012;Hesam Samimi,Shay Artzi,Max Schafer,Laurie J. Hendren,Frank Tip,Todd D. Millstein;Automated repair of HTML generation errors in PHP applications using string constraint solving.;277-287;11;Bug Detection;;selected
2012;Michael Pradel,Thomas R. Gross;Leveraging test generation and specification mining for automated bug detection without false positives.;288-298;11;Bug Detection;;selected
2012;Charles Zhang,Peng Liu;Axis: Automatically fixing atomicity violations through solving control constraints.;299-309;11;Bug Detection;;selected
2012;Jingyue Li,Michael D. Ernst;CBCD: Cloned buggy code detector.;310-320;11;Bug Detection;;selected
2012;David H. Lorenz,Sagi Ifrah;Crosscutting revision control system.;321-330;10;Multiversion Software;;selected
2012;Yuki Manabe,Yusuke Sasaki,Katsuro Inoue,Pei Xia;Where does this code come from and where does it go? - Integrated code history tracker for open source systems.;331-341;11;Multiversion Software;;selected
2012;Mario Luis Guimaraes,Antonio Rito Silva;Improving early detection of software merge conflicts.;342-352;11;Multiversion Software;;selected
2012;Sichen Meng,Xiaoying Wang,Hong Mei,Lu Zhang;A history-based matching approach to identification of framework evolution.;353-363;11;Multiversion Software;;selected
2012;Denys Poshyvanyk,Collin McMillan,Mark Grechanik;Detecting similar software applications.;364-374;11;Similarity and Classiﬁcation;;selected
2012;Michele Lanza,Marco D'Ambros,Alberto Bacchelli,Tommaso Dal Sasso;Content classification of development emails.;375-385;11;Similarity and Classiﬁcation;;selected
2012;Yuan Tian,David Lo,Julia L. Lawall;Identifying Linux bug fixing patches.;386-396;11;Similarity and Classiﬁcation;;selected
2012;Lingxiao Jiang,Aditya Budi,David Lo,Lucia;Active refinement of clone anomaly reports.;397-407;11;Similarity and Classiﬁcation;;selected
2012;Shabnam Mirshokraie,Ali Mesbah;Automated analysis of CSS rules to support style maintenance.;408-418;11;Analysis for Evolution;;selected
2012;Pamela Bhattacharya,Marios Iliofotou,Michalis Faloutsos,Iulian Neamtiu;Graph-based analysis and prediction for software evolution.;419-429;11;Analysis for Evolution;;selected
2012;Bogdan Dit,Huzefa H. Kagdi,Denys Poshyvanyk,Malcom Gethers;Integrated impact analysis for managing software changes.;430-440;11;Analysis for Evolution;;selected
2012;Arie van Deursen,Martin Pinzger,Felienne Hermans;Detecting and visualizing inter-worksheet smells in spreadsheets.;441-451;11;Analysis for Evolution;;selected
2012;Alessandro Marchetto,Paolo Tonella,Mariano Ceccato,Leonardo Mariani,Duy Cu Nguyen;An empirical study about the effectiveness of debugging when random test cases are used.;452-462;11;Debugging;;selected
2012;Paul F. Reynolds Jr.,Ross Gore;Reducing confounding bias in predicate-level statistical debugging metrics.;463-473;11;Debugging;;selected
2012;Wei Jin,Alessandro Orso;BugRedux: Reproducing field failures for in-house debugging.;474-484;11;Debugging;;selected
2012;Oscar Nierstrasz,Jorge Ressia,Alexandre Bergel;Object-centric debugging.;485-495;11;Debugging;;selected
2012;Laura Plonka,Janet van der Linden,Helen Sharp;Disengagement in pair programming: Does it matter?;496-506;11;Human Aspects of Process;;selected
2012;John Downs,John G. Hosking,Beryl Plimmer;Ambient awareness of build status in collocated software teams.;507-517;11;Human Aspects of Process;;selected
2012;Minghui Zhou,Audris Mockus;What make long term contributors: Willingness and opportunity in OSS community.;518-528;11;Human Aspects of Process;;selected
2012;Fabio Fagundes Silveira,Otavio Augusto Lazzarini Lemos,Fabiano Cutigi Ferrari,Alessandro Garcia;Development of auxiliary functions: Should you be agile? An empirical assessment of pair programming and test-first programming.;529-539;11;Human Aspects of Process;;selected
2012;Yu Lin,Hiroyuki Kato,Yijun Yu,Zhenjiang Hu,Lionel Montrieux,Soichiro Hidaka;Maintaining invariant traceability through bidirectional transformations.;540-550;11;Models;;selected
2012;Robert Reicherdt,Sabine Glesner;Slicing MATLAB Simulink models.;551-561;11;Models;;selected
2012;Alireza Razavi,Kostas Kontogiannis;Partial evaluation of model transformations.;562-572;11;Models;;selected
2012;Michalis Famelis,Rick Salay,Marsha Chechik;Partial models: Towards modeling and reasoning with uncertainty.;573-583;11;Models;;selected
2012;Yunhui Zheng,Xiangyun Zhang;Static detection of resource contention problems in server-side scripts.;584-594;11;Concurrency and Exceptions;;selected
2012;Pingyu Zhang,Sebastian G. Elbaum;Amplifying tests to validate exception handling code.;595-605;11;Concurrency and Exceptions;;selected
2012;Wing Kwong Chan,Yan Cai;MagicFuzzer: Scalable deadlock detection for large-scale applications.;606-616;11;Concurrency and Exceptions;;selected
2012;Riccardo Scandariato,Koen Yskout,Wouter Joosen;Does organizing security patterns focus architectural choices?;617-627;11;Software Architecture;;selected
2012;Richard N. Taylor,Yongjie Zheng;Enhancing architecture-implementation conformance with change management and support for behavioral mapping.;628-638;11;Software Architecture;;selected
2012;Yonghee Shin,Mehdi Mirakhorli,Murat Cinar,Jane Cleland-Huang;A tactic-centric approach for automating traceability of quality concerns.;639-649;11;Software Architecture;;selected
2012;Hoan Anh Nguyen,Ahmed Tamrawi,Tien N. Nguyen,Hung Viet Nguyen;Build code analysis with symbolic evaluation.;650-660;11;Formal Veriﬁcation;;selected
2012;Lars Kotthoff,Peter Nightingale,Christopher Jefferson,Dharini Balasubramaniam,Ian Miguel;An automated approach to generating efficient constraint solvers.;661-671;11;Formal Veriﬁcation;;selected
2012;Axel Legay,Andreas Classen,Gilles Perrouin,Pierre-Yves Schobbens,Maxime Cordy,Patrick Heymans;Simulation-based abstractions for software product-line model checking.;672-682;11;Formal Veriﬁcation;;selected
2012;Westley Weimer,Stephanie Forrest,ThanhVu H. Nguyen,Deepak Kapur;Using dynamic analysis to discover polynomial and array invariants.;683-693;11;Invariant Generation;;selected
2012;Myoungkyu Song,Eli Tilevich;Metadata invariants: Checking and inferring metadata coding conventions.;694-704;11;Invariant Generation;;selected
2012;Jeffrey Kramer,Axel van Lamsweerde,Dalal Alrajeh,Alessandra Russo,Sebastian Uchitel;Generating obstacle conditions for requirements completeness.;705-715;11;Invariant Generation;;selected
2012;Paul Marinescu,Cristian Cadar;make test-zesti: A symbolic execution solution for improving regression testing.;716-726;11;Regression Testing;;selected
2012;Qingzhou Luo,Adrian Nistor,Darko Marinov,Thomas R. Gross,Michael Pradel;Ballerina: Automatic generation and clustering of efficient random unit tests for multithreaded code.;727-737;11;Regression Testing;;selected
2012;Xingxia Wu,Gregg Rothermel,Hong Mei,Dan Hao,Lu Zhang;On-demand test suite reduction.;738-748;11;Regression Testing;;selected
2012;Anders Moller,Mathias Schwarz;Automated detection of client-state manipulation vulnerabilities.;749-759;11;Software Vulnerability;;selected
2012;Vikram S. Adve,Peng Li,William Dietz,John Regehr;Understanding integer overflow in C/C++.;760-770;11;Software Vulnerability;;selected
2012;Xiang-Yang Alex Liu,Muhammad Shahzad,Muhammad Zubair Shafiq;A large scale exploratory analysis of software vulnerability life cycles.;771-781;11;Software Vulnerability;;selected
2012;Westley Weimer,Raymond P. L. Buse;Synthesizing API usage examples.;782-792;11;API Learning;;selected
2012;Mira Mezini,Martin Monperrus,Stefan Henss;Semi-automatically extracting FAQs to improve accessibility of software development knowledge.;793-803;11;API Learning;;selected
2012;Barthelemy Dagenais,Mohammad Gias Uddin,Martin P. Robillard;Temporal analysis of API usage concepts.;804-814;11;API Learning;;selected
2012;Hao Zhong,Xusheng Xiao,Amit M. Paradkar,Stephen Oney,Rahul Pandita,Tao Xie;Inferring method specifications from natural language API descriptions.;815-825;11;API Learning;;selected
2012;Xin Zhang,Peizhao Ou,Juyuan Yang,Jing Fan,Cheng Zhang,Yi Zhang,Jianjun Zhao;Automatic parameter recommendation for practical API usage.;826-836;11;Code Recommenders;;selected
2012;Mark Gabel,Earl T. Barr,Abram Hindle,Zhendong Su,Premkumar T. Devanbu;On the naturalness of software.;837-847;11;Code Recommenders;;selected
2012;Bamshad Mobasher,Jane Cleland-Huang,Negar Hariri,Collin McMillan,Denys Poshyvanyk;Recommending source code for use in rapid software prototypes.;848-858;11;Code Recommenders;;selected
2012;Brad A. Myers,Thomas D. LaToza,Cyrus Omar,YoungSeok Yoon;Active code completion.;859-869;11;Code Recommenders;;selected
2012;Matthew Staats,Gregory R. Gay,Mats Per Erik Heimdahl;Automated oracle creation support, or: How I learned to stop worrying about fault propagation and love mutation testing.;870-880;11;Test Automation;;selected
2012;Suresh Thummalapenta,Saurabh Sinha,Nimit Singhania,Satish Chandra;Automating test automation.;881-891;11;Test Automation;;selected
2012;Charles Zhang,Xiao Xiao,Jinguo Zhou;Stride: Search-based deterministic replay in polynomial time via bounded linkage.;892-902;11;Test Automation;;selected
2012;Adam A. Porter,Jeffrey S. Foster,Charles Song;iTree: Efficiently discovering high-coverage configurations using interaction trees.;903-913;11;Test Automation;;selected
