2012;Dongmei Zhang;MSR 2012 keynote: Software analytics in practice - Approaches and experiences.;1;1;Keynote I;;
2012;Krzysztof Czarnecki,Leonardo Teixeira Passos,Rafael Lotufo;Towards improving bug tracking systems with game mechanisms.;2-11;10;Software Repositories;;selected
2012;Georgios Gousios,Diomidis Spinellis;GHTorrent: Github's data from a firehose.;12-21;10;Software Repositories;;selected
2012;Premkumar T. Devanbu,Vladimir Filkov,Daryl Posnett;MIC check: A correlation tactic for ESE data.;22-31;10;Software Repositories;;selected
2012;Mostafa Erfani,George Peristerakis,Juergen Rilling,Aseel Hmood,Iman Keivanloo,Christopher Neal,Christopher Forbes;A Linked Data platform for mining software repositories.;32-35;4;Software Repositories;;selected
2012;Jairo Aponte,Christian Rodriguez-Bustos;How Distributed Version Control Systems impact open source software projects.;36-39;4;Software Repositories;;selected
2012;Baishakhi Ray,Jihun Park,Miryung Kim,Doo-Hwan Bae;An empirical study of supplementary bug fixes.;40-49;10;Bug Fixing and Prediction;;selected
2012;Bunyamin Sisman,Avinash C. Kak;Incorporating version histories in Information Retrieval based bug localization.;50-59;10;Bug Fixing and Prediction;;selected
2012;Meiyappan Nagappan,Ahmed E. Hassan,Nicolas Bettenburg;Think locally, act globally: Improving defect and effort prediction models.;60-69;10;Bug Fixing and Prediction;;selected
2012;Rodrigo Souza,Christina von Flach G. Chavez;Characterizing verification of bug fixes in two open source IDEs.;70-73;4;Bug Fixing and Prediction;;selected
2012;Lingxiao Jiang,Ferdian Thung,David Lo,Lucia;Are faults localizable?;74-77;4;Bug Fixing and Prediction;;selected
2012;Abram Hindle;Green mining: A methodology of relating software change to power consumption.;78-87;10;New MSR Trends;;selected
2012;Sunita Chulani,Pete Rotella;Analysis of customer satisfaction survey data.;88-97;10;New MSR Trends;;selected
2012;Olga Baysal,Reid Holmes,Michael W. Godfrey;Mining usage data and development artifacts.;98-107;10;New MSR Trends;;selected
2012;Yuanyuan Zhang,Yue Jia,Mark Harman;App store mining and analysis: MSR for app stores.;108-111;4;New MSR Trends;;selected
2012;Yasutaka Kamei,Pamela Bhattacharya,Emad Shihab;Mining challenge 2012: The Android platform.;112-115;4;Mining Challenge;;
2012;Muhammad Asaduzzaman,Chanchal Kumar Roy,Michael C. Bullock,Kevin A. Schneider;Bug introducing changes: A case study with Android.;116-119;4;Mining Challenge;;
2012;Lee Martie,Vijay Krishna Palepu,Hitesh Sajnani,Cristina Videira Lopes;Trendy bugs: Topic trends in the Android bug reports.;120-123;4;Mining Challenge;;
2012;Abram Hindle,Fabio Rocha,Victor Guana,Eleni Stroulia;Do the stars align? Multidimensional analysis of Android's layered architecture.;124-127;4;Mining Challenge;;
2012;Wei Hu,Abram Hindle,Kenny Wong,Dan Han;The build dependency perspective of Android's concrete architecture.;128-131;4;Mining Challenge;;
2012;Vibha Sinha,Senthil Mani,Monika Gupta;MINCE: Mining change history of Android project.;132-135;4;Mining Challenge;;
2012;Laura Arjona Reina,Gregorio Robles;Mining for localization in Android.;136-139;4;Mining Challenge;;
2012;Margaret-Anne D. Storey;MSR 2012 keynote: The evolution of the social programmer.;140;1;Keynote II;;
2012;Roberto Di Cosmo,Ralf Treinen,Cyrille Valentin Artho,Stefano Zacchiroli,Kuniyasu Suzaki;Why do software packages conflict?;141-150;10;Software Analysis;;selected
2012;Anh Cuong Nguyen,Siau-Cheng Khoo;Discovering complete API rules with mutation testing.;151-160;10;Software Analysis;;selected
2012;Jinqiu Yang,Lin Tan;Inferring semantically related words from software context.;161-170;10;Software Analysis;;selected
2012;Sunghun Kim,Caitlin Sadowski,Jaeheon Yi;The evolution of data races.;171-174;4;Software Analysis;;selected
2012;Alexander Breckel;Error mining: Bug detection through comparison with large code databases.;175-178;4;Software Analysis;;selected
2012;Foutse Khomh,Tejinder Dhaliwal,Bram Adams,Ying Zou;Do faster releases improve software quality? An empirical case study of Mozilla Firefox.;179-188;10;Quality and Performance;;selected
2012;Meiyappan Nagappan,Ahmed E. Hassan,Tse-Hsun Chen,Stephen W. Thomas;Explaining software defects using topic models.;189-198;10;Quality and Performance;;selected
