2012;Keith Gallagher,Jenifer Deignan,Cem Caner;The Law and Reverse Engineering.;3-4;2;;;
2012;Nicolas Bettenburg,Alberto Bacchelli,Latifa Guerrouj;"Workshop on Mining Unstructured Data (MUD) ... Because ""Mining Unstructured Data is Like Fishing in Muddy Waters""!";5-6;2;;;
2012;Barton P. Miller,Andrew R. Bernat;Structured Binary Editing with a CFG Transformation Algebra.;9-18;10;;;selected
2012;Marco Trudel,Martin Nordio,Manuel Oriol,Bertrand Meyer,Carlo A. Furia;C to O-O Translation: Beyond the Easy Stuff.;19-28;10;;;selected
2012;Andy Zaidman,Frens Vonken;Refactoring with Unit Testing: A Match Made in Heaven?;29-38;10;;;selected
2012;Joel Ossher,Hitesh Sajnani,Cristina Videira Lopes;Astra: Bottom-up Construction of Structured Artifact Repositories.;41-50;10;;;selected
2012;Lukas Durfina,Jakub Kroustek,Bretislav Kabele,Petr Zemek;Detection and Recovery of Functions and their Arguments in a Retargetable Decompiler.;51-60;10;;;selected
2012;Johannes Kinder;Towards Static Analysis of Virtualization-Obfuscated Binaries.;61-70;10;;;selected
2012;Andrea Capiluppi,Cornelia Boldyreff,Paolo Falcarin;Code Defactoring: Evaluating the Effectiveness of Java Obfuscations.;71-80;10;;;selected
2012;Abram Hindle,Eleni Stroulia,Chenlei Zhang,Dan Han,Kenny Wong,Xiaochao Fan;Understanding Android Fragmentation with Topic Analysis of Vendor-Specific Bugs.;83-92;10;;;selected
2012;Elmar Jurgens,Daniela Steidl,Benjamin Hummel;Using Network Analysis for Recommendation of Central Software Classes.;93-102;10;;;selected
2012;Giuliano Antoniol,Massimiliano Di Penta,Yann-Gael Gueheneuc,Philippe Galinier,Latifa Guerrouj;TRIS: A Fast and Accurate Identifiers Splitting and Expansion Algorithm.;103-112;10;;;selected
2012;Vikrant S. Kaulgud,Janardan Misra,Shubhashis Sengupta,K. M. Annervaz,Gary Titus;Software Clustering: Unifying Syntactic and Semantic Features.;113-122;10;;;selected
2012;Steven Davies,Marc Roper,Murray Wood;Using Bug Report Similarity to Enhance Bug Localisation.;125-134;10;;;selected
2012;Giuliano Antoniol,Massimiliano Di Penta,Soumaya Medini,Yann-Gael Gueheneuc,Paolo Tonella;SCAN: An Approach to Label and Relate Execution Trace Segments.;135-144;10;;;selected
2012;Zhenchang Xing,Yinxing Xue,Stanislaw Jarzabek;Feature Location in a Collection of Product Variants.;145-154;10;;;selected
2012;Ingolf Kruger,Celal Ziftci;Feature Location Using Data Mining on Existing Test-Cases.;155-164;10;;;selected
2012;Kiyoshi Agusa,Takashi Kobayashi,Kunihiro Noda;Execution Trace Abstraction Based on Meta Patterns Usage.;167-176;10;;;selected
2012;Mona Erfani Joorabchi,Ali Mesbah;Reverse Engineering iOS Mobile Applications.;177-186;10;;;selected
2012;Andy Zaidman,Hans-Gerhard Gross,Tiago Espinha;Understanding the Runtime Topology of Service-Oriented Systems.;187-196;10;;;selected
2012;Anushri Jana,Ravindra Naik;Precise Detection of Uninitialized Variables Using Dynamic Analysis - Extending to Aggregate and Vector Types.;197-201;5;;;selected
2012;Lingxiao Jiang,Ferdian Thung,David Lo;Automatic Defect Categorization.;205-214;10;;;selected
2012;Chengnian Sun,Yuan Tian,David Lo;Information Retrieval Based Nearest Neighbor Classification for Fine-Grained Bug Severity Prediction.;215-224;10;;;selected
2012;Foutse Khomh,Ying Zou,Feng Zhang,Ahmed E. Hassan;An Empirical Study on Factors Impacting Bug Fixing Time.;225-234;10;;;selected
2012;Giuliano Antoniol,Venera Arnaoudova,Yann-Gael Gueheneuc,Surafel Lemma Abebe,Paolo Tonella;Can Lexicon Bad Smells Improve Fault Prediction?;235-244;10;;;selected
2012;Ettore Merlo,Francois Gauthier;Fast Detection of Access Control Vulnerabilities in PHP Applications.;247-256;10;;;selected
2012;Dalton Serey Guerrero,Roberto Almeida Bittencourt,Jorge Cesar Abrantes de Figueiredo,Joao Brunet;On the Evolutionary Nature of Architectural Violations.;257-266;10;;;selected
2012;Radu Vanciu,Marwan Abi-Antoun;Ownership Object Graphs with Dataflow Edges.;267-276;10;;;selected
2012;Stephane Ducasse,Andre Hora,Simon Allier,Nicolas Anquetil;A Framework to Compare Alert Ranking Algorithms.;277-285;9;;;selected
2012;Jean-Remy Falleri,Cedric Teyton,Xavier Blanc;Mining Library Migration Graphs.;289-298;10;;;selected
2012;Anthony Cleve,Jean-Luc Hainaut;What Do Foreign Keys Actually Mean?;299-307;9;;;selected
2012;Tomoyuki Myojin,Hideto Ogawa,Masaki Chikahisa,Makoto Ichii,Yuichiroh Nakagawa;A Rule-based Automated Approach for Extracting Models from Source Code.;308-317;10;;;selected
2012;Natalia Negara,Eleni Stroulia;Automated Acceptance Testing of JavaScript Web Applications.;318-322;5;;;selected
2012;Ettore Merlo,Foutse Khomh,Thierry Lavoie,Ying Zou;Inferring Repository File Structure Modifications Using Nearest-Neighbor Clone Detection.;325-334;10;;;selected
2012;Andrei Varanovich,Thomas Schmorleiz,Ralf Lammel,Martin Leinberger,Jean-Marie Favre;Linking Documentation and Source Code in a Software Chrestomathy.;335-344;10;;;selected
2012;Ghizlane El-Boussaidi,Stephane Vaucher,Alvine Boaye Belle,Hafedh Mili;Reconstructing Architectural Views from Legacy Systems.;345-354;10;;;selected
2012;Rainer Koschke,Armijn Hemel;Reverse Engineering Variability in Source Code Using Clone Detection: A Case Study for Linux Variants of Consumer Electronic Devices.;357-366;10;;;selected
2012;Marwan Abi-Antoun,Nariman Ammar;Empirical Evaluation of Diagrams of the Run-time Structure for Coding Tasks.;367-376;10;;;selected
2012;Saleh M. Alnaeli,Abdulkareem Alali,Jonathan I. Maletic;Empirically Examining the Parallelizability of Open Source Software System.;377-386;10;;;selected
2012;Shinji Kusumoto,Keisuke Hotta,Yoshiki Higo,Hiroshi Igaki,Tomoya Ishihara;Inter-Project Functional Clone Detection Toward Building Libraries - An Empirical Study on 13, 000 Projects.;387-391;5;;;selected
2012;Phyllis G. Frankl,Chon Ju Kim;AQUA: Android QUery Analyzer.;395-404;10;;;selected
2012;Farouq Al-Omari,Chanchal Kumar Roy,Iman Keivanloo,Juergen Rilling;Detecting Clones Across Microsoft .NET Programming Languages.;405-414;10;;;selected
2012;Mai Zheng,Dawei Qi,William N. Sumner,Feng Qin,Abhik Roychoudhury,Xiangyun Zhang;Modeling Software Execution Environment.;415-424;10;;;selected
2012;Hakam W. Alomari,Michael L. Collard,Jonathan I. Maletic;A Very Efficient and Scalable Forward Static Slicing Approach.;425-434;10;;;selected
2012;Foutse Khomh,Paulius Raila,Martin Pinzger,Daniele Romano;Analyzing the Impact of Antipatterns on Change-Proneness Using Fine-Grained Source Code Changes.;437-446;10;;;selected
2012;Olga Baysal,Reid Holmes,Michael W. Godfrey,Oleksii Kononenko;The Secret Life of Patches: A Firefox Case Study.;447-455;9;;;selected
2012;Foutse Khomh,Ying Zou,Feng Zhang,Ahmed E. Hassan;An Empirical Study of the Effect of File Editing Patterns on Software Quality.;456-465;10;;;
2012;Abdou Maiga,Yann-Gael Gueheneuc,Aminata Sabane,Esma Aimeur,Nasir Ali,Neelesh Bhattacharya;SMURF: A SVM-based Incremental Anti-pattern Detection Approach.;466-475;10;;;selected
2012;Jairo Aponte,Oscar Chaparro,Andrian Marcus,Fernando Ortega;Towards the Automatic Extraction of Structural Business Rules from Legacy Databases.;479-488;10;;;
2012;Timothy Lethbridge,Miguel Garzon;Exploring How to Develop Transformations and Tools for Automated Umplification.;491-494;4;;;
2012;Timothy Lethbridge,Hamoud I. Aljamaan;Towards Tracing at the Model Level.;495-498;4;;;
2012;Marco Trudel,Martin Nordio,Carlo A. Furia;Automatic C to O-O Translation with C2Eiffel.;501-502;2;;;
2012;Markus von Detten;Archimetrix: A Tool for Deficiency-Aware Software Architecture Reconstruction.;503-504;2;;;
2012;Brendan Cleary,Margaret-Anne D. Storey,Martin Salois,Frederic Painchaud,Laura Chan;ATLANTIS - Assembly Trace Analysis Environment.;505-506;2;;;
2012;Rene Witte,Elian Angius;OpenTrace: An Open Source Workbench for Automatic Software Traceability Link Recovery.;507-508;2;;;
2011;Minoru Nishino,Shinji Kusumoto,Yoshiki Higo,Yasushi Ueda;Incremental Code Clone Detection: A PDG-based Approach.;3-12;10;;;selected
2011;Md. Sharif Uddin,Kevin A. Schneider,Chanchal Kumar Roy,Abram Hindle;On the Effectiveness of Simhash for Detecting Near-Miss Clones in Large Scale Software Systems.;13-22;10;;;selected
2011;Philippe Charland,Iman Keivanloo,Juergen Rilling;Internet-scale Real-time Code Clone Search Via Multi-level Indexing.;23-27;5;;;
2011;Yasuhiro Hayase,Yuki Manabe,Yu Kashima,Norihiro Yoshida,Katsuro Inoue;An Investigation into the Impact of Software Licenses on Copy-and-paste Reuse among OSS Projects.;28-32;5;;;
2011;Lori L. Pollock,K. Vijay-Shanker,Xiaoran Wang;Automatic Segmentation of Method Code into Meaningful Blocks to Improve Readability.;35-44;10;;;selected
2011;Giuliano Antoniol,Nasir Ali,Yann-Gael Gueheneuc;Requirements Traceability for Object Oriented Systems by Partitioning Source Code.;45-54;10;;;selected
2011;Fabrizio Perin,Mircea Lungu,Oscar Nierstrasz,Abdun Naser Mahmood,Amir Aryani;Can We Predict Dependencies Using Domain information?;55-64;10;;;selected
2011;Michele Risi,Genoveffa Tortora,Carmine Gravino,Giuseppe Scanniello;Does the Documentation of Design Pattern Instances Impact on Source Code Comprehension? Results from Two Controlled Experiments.;67-76;10;;;selected
2011;Surafel Lemma Abebe,Paolo Tonella;Towards the Extraction of Domain Concepts from the Identifiers.;77-86;10;;;selected
2011;Scott Grant,David B. Skillicorn,James R. Cordy;Reverse Engineering Co-maintenance Relationships Using Conceptual Analysis of Source Code.;87-91;5;;;
2011;Zhenchang Xing,Lingxiao Jiang,David Lo,Shaowei Wang;Concern Localization using Information Retrieval: An Empirical Study on Linux Kernel.;92-96;5;;;
2011;Daniel Speicher,Paul Imhoff,Jan Nonnen;"Locating the Meaning of Terms in Source Code Research on ""Term Introduction"".";99-108;10;;;selected
2011;Nils Gode,Rainer Koschke,Saman Bazrafshan;Approximate Code Search in Program Histories.;109-118;10;;;selected
2011;Lingxiao Jiang,David Lo,Shaowei Wang;Code Search via Topic-Enriched Dependence Graph Matching.;119-123;5;;;
2011;Letha H. Etzkorn,Matthew D. Beard,Stacy K. Lukins,Nicholas A. Kraft;Measuring the Accuracy of Information Retrieval Based Bug Localization Techniques.;124-128;5;;;
2011;Daqing Hou,Xiaojia Yao;Exploring the Intent behind API Evolution: A Case Study.;131-140;10;;;selected
2011;Rufus Linke,Ralf Lammel,Ekaterina Pek,Andrei Varanovich;A Framework Profile of .NET.;141-150;10;;;selected
