2012;Claire Le Goues,Michael Dewey-Vogt,Stephanie Forrest,Westley Weimer;A systematic study of automated program repair: Fixing 55 out of 105 bugs for $8 each.;3-13;11;Technical Research;Fault Handling
2012;Jian Zhou,Hongyu Zhang,David Lo;Where should the bugs be fixed? More accurate information retrieval-based bug localization based on bug reports.;14-24;11;Technical Research;Fault Handling
2012;Jifeng Xuan,He Jiang,Zhilei Ren,Weiqin Zou;Developer prioritization in bug repositories.;25-35;11;Technical Research;Fault Handling
2012;Francisco Servant,James A. Jones;WhoseFault: Automatic developer-to-fault assignment through fault localization.;36-46;11;Technical Research;Fault Handling
2012;Barthelemy Dagenais,Martin P. Robillard;Recovering traceability links between an API and its learning resources.;47-57;11;Code Generation and Recovery;
2012;Yingfei Xiong,Arnaud Hubaux,Steven She,Krzysztof Czarnecki;Generating range fixes for software configuration.;58-68;11;Code Generation and Recovery;
2012;Anh Tuan Nguyen,Tung Thanh Nguyen,Hoan Anh Nguyen,Ahmed Tamrawi,Hung Viet Nguyen,Jafar M. Al-Kofahi,Tien N. Nguyen;Graph-based pattern-oriented, context-sensitive source code completion.;69-79;11;Code Generation and Recovery;
2012;Fan Long,Vijay Ganesh,Michael Carbin,Stelios Sidiroglou-Douskos,Martin C. Rinard;Automatic input rectification.;80-90;11;Code Generation and Recovery;
2012;Narayan Ramasubbu,Rajesh Krishna Balan;Overcoming the challenges in cost estimation for distributed software projects.;91-101;11;Empirical Studies of Development;
2012;Ding Yuan,Soyeon Park,Yuanyuan Zhou;Characterizing logging practices in open-source software.;102-112;11;Empirical Studies of Development;
2012;Mathieu Lavallee,Pierre N. Robillard;The impacts of software process improvement on developers: A systematic review.;113-122;10;Empirical Studies of Development;
2012;Victor Pankratius,Felix Schmidt,Gilda Garreton;Combining functional and imperative programming for multicore software: An empirical study evaluating Scala and Java.;123-133;11;Empirical Studies of Development;
2012;Dacong Yan,Guoqing (Harry) Xu,Atanas Rountev;Uncovering performance problems in Java applications with reference propagation profiling.;134-144;11;Performance Analysis;
2012;Shi Han,Yingnong Dang,Song Ge,Dongmei Zhang,Tao Xie;Performance debugging in the large via mining millions of stack traces.;145-155;11;Performance Analysis;
2012;Mark Grechanik,Chen Fu,Qing Xie;Automatically finding performance problems with feedback-directed learning software testing.;156-166;11;Performance Analysis;
2012;Norbert Siegmund,Sergiy S. Kolesnikov,Christian Kastner,Sven Apel,Don S. Batory,Marko Rosenmuller,Gunter Saake;Predicting performance via automated feature-interaction detection.;167-177;11;Performance Analysis;
2012;Gordon Fraser,Andrea Arcuri;Sound empirical evidence in software testing.;178-188;11;Defect Prediction;
2012;Fayola Peters,Tim Menzies;Privacy and utility for defect prediction: Experiments with MORPH.;189-199;11;Defect Prediction;
2012;Hideaki Hata,Osamu Mizuno,Tohru Kikuno;Bug prediction based on fine-grained module histories.;200-210;11;Defect Prediction;
2012;Xi Ge,Quinton L. DuBose,Emerson R. Murphy-Hill;Reconciling manual and automatic refactoring.;211-221;11;Refactoring;
2012;Stephen R. Foster,William G. Griswold,Sorin Lerner;WitchDoctor: IDE support for real-time auto-completion of refactorings.;222-232;11;Refactoring;
2012;Mohsen Vakilian,Nicholas Chen,Stas Negara,Balaji Ambresh Rajkumar,Brian P. Bailey,Ralph E. Johnson;Use, disuse, and misuse of automated refactorings.;233-243;11;Refactoring;
2012;Michaela Greiler,Arie van Deursen,Margaret-Anne D. Storey;Test confessions: A study of testing practices for plug-in systems.;244-254;11;Human Aspects of Development;
2012;Tobias Roehm,Rebecca Tiarks,Rainer Koschke,Walid Maalej;How do professional developers comprehend software?;255-265;11;Human Aspects of Development;
