2012;Mark Harman,William B. Langdon,Yue Jia,David Robert White,Andrea Arcuri,John Andrew Clark;The GISMOE challenge: constructing the pareto program surface using genetic programming to find better programs (keynote paper).;1-14;14;Keynotes;
2012;Ivar Jacobson,Ian Spence,Pontus Johnson,Mira Kajko-Mattsson;Re-founding software engineering - SEMAT at the age of three (keynote abstract).;15-19;5;Keynotes;
2012;Kai Yu,Mengxiang Lin,Jin Chen,Xiangyu Zhang;Practical isolation of failure-inducing changes for debugging regression faults.;20-29;10;Debugging I;
2012;Liang Gong,David Lo,Lingxiao Jiang,Hongyu Zhang;Diversity maximization speedup for fault localization.;30-39;10;Debugging I;
2012;Divya Gopinath,Razieh Nokhbeh Zaeem,Sarfraz Khurshid;Improving the effectiveness of spectra-based fault localization using specifications.;40-49;10;Debugging I;
2012;Ferdian Thung,Lucia,David Lo,Lingxiao Jiang,Foyzur Rahman,Premkumar T. Devanbu;To what extent could we detect field defects? an empirical study of false negatives in static bug finding tools.;50-59;10;Debugging II;
2012;Tegawende F. Bissyande,Laurent Reveillere,Julia L. Lawall,Gilles Muller;Diagnosys: automatic generation of a debugging interface to the Linux kernel.;60-69;10;Debugging II;
2012;Anh Tuan Nguyen,Tung Thanh Nguyen,Tien N. Nguyen,David Lo,Chengnian Sun;Duplicate bug report detection with a combination of information retrieval and topic modeling.;70-79;10;Debugging II;
2012;Xusheng Xiao,Nikolai Tillmann,Manuel Fahndrich,Jonathan de Halleux,Michal Moskal;User-aware privacy control via extended static-information-flow analysis.;80-89;10;Privacy, Security, and Performance;
2012;Sonia Haiduc,Gabriele Bavota,Rocco Oliveto,Andrea De Lucia,Andrian Marcus;Automatic query performance assessment during the retrieval of software artifacts.;90-99;10;Privacy, Security, and Performance;
2012;Mohamed Almorsy,John Grundy,Amani S. Ibrahim;Supporting automated vulnerability analysis using formalized vulnerability signatures.;100-109;10;Privacy, Security, and Performance;
2012;Rick Rabiser,Paul Grunbacher,Martin Lehofer;A qualitative study on user guidance capabilities in product configuration tools.;110-119;10;Configuration Management and QoS;
2012;Sven Apel,Olaf Lessenich,Christian Lengauer;Structured merge with auto-tuning: balancing precision and performance.;120-129;10;Configuration Management and QoS;
2012;Ayman Amin,Lars Grunske,Alan Colman;An automated approach to forecasting QoS attributes based on linear and non-linear time series modeling.;130-139;10;Configuration Management and QoS;
