2012;Oscar Nierstrasz,Mircea Lungu;Agile software assessment (Invited paper).;3-10;8;Invited Papers;
2012;Robert DeLine;Studying developers for fun and profit: (Keynote abstract).;11;1;Invited Papers;
2012;Vaclav Rajlich,Norman Wilde;A retrospective view on: The role of concepts in program comprehension: (MIP award).;12-13;2;Invited Papers;
2012;Bernhard Katzmarski,Rainer Koschke;Program complexity metrics and programmer opinions.;17-26;10;Main Research Track;Cognitive Processes
2012;Zohreh Sharafi,Zephyrin Soh,Yann-Gael Gueheneuc,Giuliano Antoniol;Women and men - Different but equal: On the impact of identifier style on source code reading.;27-36;10;Main Research Track;Cognitive Processes
2012;Takashi Ishio,Shogo Etsuda,Katsuro Inoue;A lightweight visualization of interprocedural data-flow paths for source code reading.;37-46;10;Main Research Track;Cognitive Processes
2012;Janet Feigenspan,Don S. Batory,Taylor L. Riche;Is the derivation of a model easier to understand than the model itself?;47-52;6;Main Research Track;Cognitive Processes
2012;Chandan Raj Rupakheti,Daqing Hou;Evaluating forum discussions to inform the design of an API critic.;53-62;10;The Role of the Developer;
2012;Sebastiano Panichella,Jairo Aponte,Massimiliano Di Penta,Andrian Marcus,Gerardo Canfora;Mining source code descriptions from developer communications.;63-72;10;The Role of the Developer;
2012;Janet Feigenspan,Christian Kastner,Jorg Liebig,Sven Apel,Stefan Hanenberg;Measuring programming experience.;73-82;10;The Role of the Developer;
2012;Ahmad Jbara,Adam Matan,Dror G. Feitelson;High-MCC functions in the Linux kernel.;83-92;10;Measurement;
2012;John-Jose Nunez,Gregor Kiczales;Understanding registration-based abstractions: A quantitative user study.;93-102;10;Measurement;
2012;Bruno Carreiro da Silva,Claudio Sant'Anna,Christina von Flach G. Chavez,Alessandro Garcia;Concern-based cohesion: Unveiling a hidden dimension of cohesion measurement.;103-112;10;Measurement;
2012;Israel J. Mojica Ruiz,Meiyappan Nagappan,Bram Adams,Ahmed E. Hassan;Understanding reuse in the Android Market.;113-122;10;Measurement;
2012;Chris Parnin,Spencer Rugaber;Programmer information needs after memory failure.;123-132;10;Understanding and Architecture;
2012;Luay Alawneh,Abdelwahab Hamou-Lhadj;Identifying computational phases from inter-process communication traces of HPC applications.;133-142;10;Understanding and Architecture;
2012;Amir Reza Yazdanshenas,Leon Moonen;Tracking and visualizing information flow in component-based systems.;143-152;10;Understanding and Architecture;
2012;Sebastian Kleinschmager,Stefan Hanenberg,Romain Robbes,Eric Tanter,Andreas Stefik;Do static type systems improve the maintainability of software systems? An empirical study.;153-162;10;Empirical Studies;
2012;Zephyrin Soh,Zohreh Sharafi,Bertrand Van den Plas,Gerardo Cepeda Porras,Yann-Gael Gueheneuc,Giuliano Antoniol;Professional status and expertise for UML class diagram comprehension: An empirical study.;163-172;10;Empirical Studies;
2012;Christopher S. Corley,Elizabeth A. Kammer,Nicholas A. Kraft;Modeling the ownership of source code topics.;173-182;10;Semantics and Traceability;
2012;Anas Mahmoud,Nan Niu,Songhua Xu;A semantic relatedness approach for traceability link recovery.;183-192;10;Semantics and Traceability;
2012;Andrea De Lucia,Massimiliano Di Penta,Rocco Oliveto,Annibale Panichella,Sebastiano Panichella;Using IR methods for labeling source code artifacts: Is it worthwhile?;193-202;10;Semantics and Traceability;
2012;Bogdan Dit,Evan Moritz,Denys Poshyvanyk;A TraceLab-based solution for creating, conducting, and sharing feature location experiments.;203-208;6;Semantics and Traceability;
2012;Benedikt Hauptmann,Maximilian Junker,Sebastian Eder,Elmar Jurgens,Rudolf Vaas;Can clone detection support test comprehension?;209-218;10;Source-Code Analysis;
2012;Jan Harder,Rebecca Tiarks;A controlled experiment on software clones.;219-228;10;Source-Code Analysis;
2012;Carlos Noguera,Coen De Roover,Andy Kellens,Viviane Jonckers;Code querying by UML.;229-238;10;Source-Code Analysis;
2012;Chandan Raj Rupakheti,Daqing Hou;CriticAL: A critic for APIs and libraries.;241-243;3;Tool Demonstrations;
2012;Janet Feigenspan,Norbert Siegmund;Supporting comprehension experiments with human subjects.;244-246;3;Tool Demonstrations;
2012;Iman Keivanloo,Chanchal Kumar Roy,Juergen Rilling;SeByte: A semantic clone detection tool for intermediate languages.;247-249;3;Tool Demonstrations;
2012;Keisuke Hotta,Yoshiki Higo,Hiroshi Igaki,Shinji Kusumoto;CRat: A refactoring support tool for Form Template Method.;250-252;3;Tool Demonstrations;
2012;Hiroshi Kazato,Shinpei Hayashi,Satoshi Okada,Shunsuke Miyata,Takashi Hoshino,Motoshi Saeki;Toward structured location of features.;255-256;2;Poster Presentations;
2012;Bo Zhang;Extraction and improvement of conditionally compiled product line code.;257-258;2;Poster Presentations;
2012;Vasil L. Tenev,Slawomir Duszynski;Applying bioinformatics in the analysis of software variants.;259-260;2;Poster Presentations;
2012;Hitesh Sajnani,Joel Ossher,Cristina Videira Lopes;Parallel code clone detection using MapReduce.;261-262;2;Poster Presentations;
2012;Hitesh Sajnani;Automatic software architecture recovery: A machine learning approach.;265-268;4;Student Research Symposium;
2012;Anas Mahmoud;Toward an effective automated tracing process.;269-272;4;Student Research Symposium;
2012;Ahmad Jbara;Characterization of the Linux configuration system.;273-276;4;Student Research Symposium;
2012;Iman Keivanloo;Leveraging clone detection for Internet-scale source code search.;277-280;4;Student Research Symposium;
2011;Leon Moonen;Keynotes.;;0;;
2011;Margaret-Anne D. Storey;Invited Talk.;;0;;
2011;Giuseppe Scanniello,Andrian Marcus;Clustering Support for Static Concept Location in Source Code.;1-10;10;Concept and Feature Location;
2011;Bogdan Dit,Latifa Guerrouj,Denys Poshyvanyk,Giuliano Antoniol;Can Better Identifier Splitting Techniques Help Feature Location?;11-20;10;Concept and Feature Location;
