2012;Harald Gall;Keynote 1: LGTM - Software Sensing and Bug Smelling.;3-4;2;Keynotes;
2012;Daniel Varro;Keynote 2: A Bridge Over Troubled Water - Synergies between Model Transformation and Software Maintenance Techniques.;5-6;2;Keynotes;
2012;Victor Hurdugaci,Andy Zaidman;Aiding Software Developers to Maintain Developer Tests.;11-20;10;Technical Sessions;Aiding Developers
2012;Md. Mahfuzul Islam,Alessandro Marchetto,Angelo Susi,Giuseppe Scanniello;A Multi-Objective Technique to Prioritize Test Cases Based on Latent Semantic Indexing.;21-30;10;Technical Sessions;Aiding Developers
2012;Lars Heinemann,Veronika Bauer,Markus Herrmannsdorfer,Benjamin Hummel;Identifier-Based Context-Dependent API Method Recommendation.;31-40;10;Technical Sessions;Aiding Developers
2012;Iman Hemati Moghadam,Mel O Cinneide;Automated Refactoring Using Design Differencing.;43-52;10;Refactoring;
2012;Keisuke Hotta,Yoshiki Higo,Shinji Kusumoto;Identifying, Tailoring, and Suggesting Form Template Method Refactoring Opportunities with Program Dependence Graph.;53-62;10;Refactoring;
2012;Alessandro Murgia,Roberto Tonelli,Michele Marchesi,Giulio Concas,Steve Counsell,Janet McFall,Stephen Swift;Refactoring and its Relationship with Fan-in and Fan-out: An Empirical Study.;63-72;10;Refactoring;
2012;Masatomo Hashimoto,Akira Mori;Enhancing History-Based Concern Mining with Fine-Grained Change Analysis.;75-84;10;Repository Mining;
2012;Antonio Soares de Azevedo Terceiro,Manoel Gomes de Mendonca Neto,Christina von Flach G. Chavez,Daniela S. Cruzes;Understanding Structural Complexity Evolution: A Quantitative Analysis.;85-94;10;Repository Mining;
2012;Judit Jasz,Lajos Schrettner,Arpad Beszedes,Csaba Osztrogonac,Tibor Gyimothy;Impact Analysis Using Static Execute After in WebKit.;95-104;10;Repository Mining;
2012;Sarah Nadi,Richard C. Holt;Mining Kbuild to Detect Variability Anomalies in Linux.;107-116;10;Software Anomalies;
2012;Markus Dohring,Steffen Heublein;Anomalies in Rule-Adapted Workflows - A Taxonomy and Solutions for vBPMN.;117-126;10;Software Anomalies;
2012;Syed Shariyar Murtaza,Afroza Sultana,Abdelwahab Hamou-Lhadj,Mario Couture;On the Comparison of User Space and Kernel Space Traces in Identification of Software Anomalies.;127-136;10;Software Anomalies;
2012;Mario Luca Bernardi,Gerardo Canfora,Giuseppe A. Di Lucca,Massimiliano Di Penta,Damiano Distante;Do Developers Introduce Bugs When They Do Not Communicate? The Case of Eclipse and Mozilla.;139-148;10;Bug Management;
2012;Hadi Hosseini,Raymond Nguyen,Michael W. Godfrey;A Market-Based Bug Allocation Mechanism Using Predictive Bug Lifetimes.;149-158;10;Bug Management;
2012;Nilam Kaushik,Ladan Tahvildari;A Comparative Study of the Performance of IR Models on Duplicate Bug Detection.;159-168;10;Bug Management;
2012;Andrzej Olszak,Bo Norregaard Jorgensen;Modularization of Legacy Features by Relocation and Reconceptualization: How Much is Enough?;171-180;10;Miscellaneous;
2012;Markus Borg,Krzysztof Wnuk,Dietmar Pfahl;Industrial Comparability of Student Artifacts in Traceability Recovery Research - An Exploratory Survey.;181-190;10;Miscellaneous;
2012;Jose Ricardo da Silva Junior,Toni Pacheco,Esteban Walter Gonzalez Clua,Leonardo Murta;A GPU-based Architecture for Parallel Image-aware Version Control.;191-200;10;Miscellaneous;
2012;Siim Karus,Marlon Dumas;Predicting Coding Effort in Projects Containing XML.;203-212;10;Prediction;
2012;Miguel Goulao,Nelson Fonte,Michel Wermelinger,Fernando Brito e Abreu;Software Evolution Prediction Using Seasonal Time Analysis: A Comparative Study.;213-222;10;Prediction;
2012;Cesar Couto,Christofer Silva,Marco Tulio de Oliveira Valente,Roberto da Silva Bigonha,Nicolas Anquetil;Uncovering Causal Relationships between Software Metrics and Bugs.;223-232;10;Prediction;
2012;Francesca Arcelli Fontana,Andrea Caracciolo,Marco Zanoni;DPB: A Benchmark for Design Pattern Detection Tools.;235-244;10;Design Patterns and Deficiencies;
2012;Alexander Binun,Gunter Kniesel;DPJF - Design Pattern Detection with High Accuracy.;245-254;10;Design Patterns and Deficiencies;
2012;Marie Christin Platenius,Markus von Detten,Steffen Becker;Archimetrix: Improved Software Architecture Recovery in the Presence of Design Deficiencies.;255-264;10;Design Patterns and Deficiencies;
2012;Salima Hassaine,Yann-Gael Gueheneuc,Sylvie Hamel,Giuliano Antoniol;ADvISE: Architectural Decay in Software Evolution.;267-276;10;Architecture Evolution;
2012;Isela Macia Bertran,Roberta Arcoverde,Alessandro Garcia,Christina von Flach G. Chavez,Arndt von Staa;On the Relevance of Code Anomalies for Identifying Architecture Degradation Symptoms.;277-286;10;Architecture Evolution;
2012;Ioanna Lytra,Huy Tran,Uwe Zdun;Constraint-Based Consistency Checking between Design Decisions and Component Models for Supporting Software Architecture Evolution.;287-296;10;Architecture Evolution;
2012;Florian Deissenboeck,Lars Heinemann,Benjamin Hummel,Stefan Wagner;Challenges of the Dynamic Detection of Functionally Similar Code Fragments.;299-308;10;Clone Detection;
2012;Rainer Koschke;Large-Scale Inter-System Clone Detection Using Suffix Trees.;309-318;10;Clone Detection;
2012;Nicolas Bettenburg,Stephen W. Thomas,Ahmed E. Hassan;Using Fuzzy Code Search to Link Code Fragments in Discussions to Source Code.;319-328;10;Clone Detection;
