2012;Mark Gabel,Zhendong Su;Testing mined specifications.;4;1;Program analysis;
2012;Taeho Kwon,Zhendong Su;Detecting and analyzing insecure component usage.;5;1;Program analysis;
2012;Damien Octeau,Somesh Jha,Patrick McDaniel;Retargeting Android applications to Java bytecode.;6;1;Program analysis;
2012;Gianpaolo Cugola,Carlo Ghezzi,Leandro Sales Pinto,Giordano Tamburrelli;SelfMotion: a declarative language for adaptive service-oriented mobile apps.;7;1;Tool demo session 1;
2012;Baishakhi Ray,Christopher Wiley,Miryung Kim;REPERTOIRE: a cross-system porting analysis tool for forked software projects.;8;1;Tool demo session 1;
2012;Vinay Augustine;Automating adaptive maintenance changes with SrcML and LINQ.;9;1;Tool demo session 1;
2012;Wing-Kwan Chan,Hong Cheng,David Lo;Searching connected API subgraph via text phrases.;10;1;Text analysis;
2012;Senthil Mani,Rose Catherine Kanjirathinkal,Vibha Sinha,Avinava Dubey;AUSUM: approach for unsupervised bug report summarization.;11;1;Text analysis;
2012;Xusheng Xiao,Amit M. Paradkar,Suresh Thummalapenta,Tao Xie;Automated extraction of security policies from natural-language software documents.;12;1;Text analysis;
2012;Mithun Acharya,Brian Robinson;Practical change impact analysis based on static program slicing for industrial software systems.;13;1;Research demos session 2;
2012;Elvira Albert,Antonio Flores-Montoya,Samir Genaim;MayPar: a may-happen-in-parallel analyzer for concurrent objects.;14;1;Research demos session 2;
2012;David Shepherd,Kostadin Damevski,Bartosz Ropski,Thomas Fritz;Sando: an extensible local code search framework.;15;1;Research demos session 2;
2012;Xiaoyin Wang,Lu Zhang 0023,Tao Xie,Yingfei Xiong,Hong Mei;Automating presentation changes in dynamic web applications via collaborative hybrid analysis.;16;1;Dynamic analysis;
2012;Kyle R. Canavera,Naeem Esfahani,Sam Malek;Mining the execution history of a software system to infer the best time for its adaptation.;18;1;Dynamic analysis;
2012;Liliana Pasquale,Claudio Menghi,Mazeiar Salehie,Luca Cavallaro,Inah Omoronyia,Bashar Nuseibeh;SecuriTAS: a tool for engineering adaptive security.;19;1;Research demos session 3;
2012;Bora Caglayan,Ayse Tosun Misirli,Gul Calikli,Ayse Bener,Turgay Aytac,Burak Turhan;Dione: an integrated measurement and defect prediction solution.;20;1;Research demos session 3;
2012;Naeem Esfahani,Kaveh Razavi,Sam Malek;Dealing with uncertainty in early software architecture.;21;1;NIER papers;
2012;Dawei Qi,Jooyong Yi,Abhik Roychoudhury;Software change contracts.;22;1;NIER papers;
2012;Nicholas DiGiuseppe,James A. Jones;Semantic fault diagnosis: automatic natural-language fault descriptions.;23;1;NIER papers;
2012;Janet Siegmund,Andre Brechmann,Sven Apel,Christian Kastner,Jorg Liebig,Thomas Leich,Gunter Saake;Toward measuring program comprehension with functional magnetic resonance imaging.;24;1;NIER papers;
2012;Kathryn T. Stolee,Sebastian G. Elbaum;Toward semantic search via SMT solver.;25;1;NIER papers;
2012;Ana Milanova,Wei Huang;Inference and checking of context-sensitive pluggable types.;26;1;NIER papers;
2012;Mahinthan Chandramohan,Hee Beng Kuan Tan,Lwin Khin Shar;Scalable malware clustering through coarse-grained behavior modeling.;27;1;NIER papers;
2012;Kaiping Liu,Hee Beng Kuan Tan,Mahinthan Chandramohan;Has this bug been reported?;28;1;NIER papers;
2012;Nicholas DiGiuseppe,James A. Jones;Concept-based failure clustering.;29;1;NIER papers;
2012;Matthias Book,Simon Grapenthin,Volker Gruhn;Seeing the forest and the trees: focusing team interaction on value and effort drivers.;30;1;NIER papers;
2012;Han Xu,Oliver Creighton,Naoufel Boulila,Bernd Brugge;From pixels to bytes: evolutionary scenario based design with video.;31;1;NIER papers;
2012;Dionysis Athanasopoulos,Apostolos Zarras,Panos Vassiliadis;Service selection for happy users: making user-intuitive quality abstractions.;32;1;NIER papers;
2012;Leandro Sales Pinto,Saurabh Sinha,Alessandro Orso;Understanding myths and realities of test-suite evolution.;33;1;Test suites;
2012;Razieh Nokhbeh Zaeem,Sarfraz Khurshid;Test input generation using dynamic programming.;34;1;Test suites;
2012;Sangmin Park,B. M. Mainul Hossain,Ishtiaque Hussain,Christoph Csallner,Mark Grechanik,Kunal Taneja,Chen Fu,Qing Xie;CarFast: achieving higher statement coverage faster.;35;1;Test suites;
2012;Emina Torlak;Scalable test data generation from multidimensional models.;36;1;Test suites;
2012;Asadullah Shaikh,Uffe Kock Wiil;UMLtoCSP (UOST): a tool for efficient verification of UML/OCL class diagrams through model slicing.;37;1;Research demos session 4;
2012;Wei Huang,Ana Milanova;ReImInfer: method purity inference for Java.;38;1;Research demos session 4;
2012;Nikolai Tillmann,Michal Moskal,Jonathan de Halleux,Manuel Fahndrich,Sebastian Burckhardt;TouchDevelop: app development on mobile devices.;39;1;Research demos session 4;
2012;Lingming Zhang,Miryung Kim,Sarfraz Khurshid;FaultTracer: a change impact and regression fault analysis tool for evolving Java programs.;40;1;Research demos session 4;
2012;Suresh Thummalapenta,Nimit Singhania,Pranavadatta Devaki,Saurabh Sinha,Satish Chandra,Achin K. Das,Srinivas Mangipudi;Efficiently scripting change-resilient tests.;41;1;Research demos session 4;
2012;Emerson R. Murphy-Hill,Rahul Jiresal,Gail C. Murphy;Improving software developers' fluency by recommending development environment commands.;42;1;Decision support;
2012;Francisco Servant,James A. Jones;History slicing: assisting code-evolution tasks.;43;1;Decision support;
2012;Gerardo Canfora,Massimiliano Di Penta,Rocco Oliveto,Sebastiano Panichella;Who is going to mentor newcomers in open source projects?;44;1;Decision support;
2012;Christian Bird,Thomas Zimmermann;Assessing the value of branches with what-if analysis.;45;1;Decision support;
2012;Malay K. Ganai,Dongyoon Lee,Aarti Gupta;DTAM: dynamic taint analysis of multi-threaded programs for relevancy.;46;1;Concurrency;
